feature1,feature2,feature3,feature4,feature5,class
0.4749369659438063,14.569959598612625,16.484774473263165,86.73738283666796,49.25345291194838,B
85.89495899888571,43.87534649929879,76.33785938534307,63.4229605373828,26.71811336658917,B
10.659001234490606,87.80298558934666,39.154922620910106,46.388906450999855,88.88742930842807,A
3.3989854612722636,83.71024648081011,84.36573133522728,19.103570223406898,22.771086120959882,B
30.973164968162127,47.09382169103353,16.574649898319727,48.159808390560954,22.931468980576764,A
31.127829179127133,3.660658940809125,34.978435239570906,96.21705361243748,31.612785801843124,B
8.632757590076046,13.936972270194115,92.83892575597254,71.95467198480756,52.569088045203536,A
39.31218016064166,51.40199624297336,17.263930809652095,34.34584381290694,87.71925247166435,B
56.90994243658201,30.02299109448121,65.4807828327278,39.46125044521599,47.27776085910869,B
52.97576569190318,96.32877094927584,31.15142849401311,72.3651532909755,80.19657419072162,B
73.32081458351543,88.41510424322698,17.363168200091607,50.587157904288006,75.01319260116252,A
79.71546060742413,63.870930353091396,75.19751442143394,73.95306271262822,4.663470005656967,B
79.12593316509864,73.74055416051387,61.859248176766066,51.39721620722116,84.16233817586097,A
22.95774989488769,58.66280494232221,24.401162707448677,51.861951473759525,90.69177125284055,A
38.775851078087676,15.403482153520176,4.267841777931036,76.03574962453456,67.92177250254942,B
50.68846567325671,37.84157932673211,34.58150977262373,48.66421634010387,28.021962322132566,A
48.60912390082828,0.11897420476892906,50.530185616072366,68.9065190259016,84.57179809060068,B
3.732423807159768,39.51490071988052,19.343102447847027,73.29250313137607,67.17725155590801,B
31.52321241199075,66.62379388941544,26.844559400506007,51.349302551342355,73.6315638289626,A
16.847919689952885,91.64365310620506,91.87595515173106,6.526134332797662,94.30841240475296,B
32.99761752254962,56.993263722993056,66.45221150208381,97.12201272512364,29.885614687940343,A
2.6442510419201204,29.106208060569905,47.61216063169964,81.12120796035482,85.51132468759278,B
98.90696738967208,60.490930164461176,37.90431158850666,96.63024678330245,30.49340546426751,A
98.50093004951547,1.9784055869400352,99.95469243798259,25.220533003495373,30.113192331977178,B
24.065462967164,69.05349644031043,46.12381902381527,94.26426682246259,66.39279425043462,B
81.81133114906403,81.83698692730302,79.72912344645812,75.0303560142224,19.485313432974007,A
87.2876515364843,62.23430143729992,41.23139856891067,36.04773073016497,19.57878577793507,A
36.716019831553425,71.55806585444496,18.614534042181997,49.542925459226176,57.8245153672176,B
7.8076847509122915,58.47727593059494,48.59641666253527,13.986973898203036,27.038290131932875,B
82.32501954788356,2.2612452686514684,25.057607449702434,18.89163459032709,72.14940291179232,B
88.6342726290673,31.56943989357982,38.64580648344107,67.61242825896355,86.6331195192659,A
62.55942968071988,42.97134259494902,37.28046268820798,81.32080375814145,55.726194080284266,B
72.70897144885285,11.951857516935672,71.96101071339062,76.30632175871837,21.54984102346209,B
61.78265985458755,89.83874716645494,59.9545478903065,26.3399710367064,25.816769293131404,A
50.45555923937105,39.659097182254776,90.07547898472042,80.1542735864037,49.88306262277125,A
15.085236182409577,81.77351870922124,19.662486539957435,35.934733022965105,96.6835313845815,A
51.685094556849954,29.493716381821766,75.55623013412092,34.37928412345405,21.547150306015116,A
88.59220912738695,40.914023798492195,82.53719741505762,23.425596242632718,24.4193047504378,A
30.571611410052945,93.97290555647214,58.158069907210944,64.26960385283486,93.76723515753986,B
88.4030226222718,54.388990763441804,30.14189639446043,28.881645472546204,20.755292287869874,B
69.4719020711206,56.50420594141724,75.11797669883617,96.35866855046919,78.18242657350295,A
36.87750490858117,62.067041180339885,50.49524019944951,41.59639842167084,81.02800918583782,A
23.257271130004153,84.95674326280654,95.71787008507935,93.54539955543665,19.83631193455483,A
38.44926812938703,79.62254320241297,16.94992895625078,89.70536361031363,77.25439709663706,A
75.30698715561127,51.58912137539825,31.519760474929647,49.6910129421552,61.589142992928934,A
11.283486688853394,68.87797782555913,4.2139147059108595,93.68030102370606,67.30887171385005,B
97.75155083466397,93.51548304948643,44.20203530509633,90.36897980982855,4.681829039020091,A
28.743111037036194,11.502219761698429,60.46488520220809,25.771528461297557,30.461642087085316,B
63.63652821693342,61.79790574442395,47.14406516563167,86.00175711526576,99.30775131855131,A
43.43397786375874,97.12685337191164,40.999457614863935,61.17486958776151,27.900961177503614,B
53.36971616690235,41.76775223490695,79.59519702934476,34.738245402662685,11.49878271359761,A
25.877780217996303,26.81428276393467,84.7342283708684,89.81725148709651,6.3073146634113675,B
43.63871370646295,81.35255149604362,66.57417127348447,6.337169518722508,24.30333171831538,A
75.3563301498661,44.34432812516598,40.986741738622634,37.00954875849531,23.50045538052995,B
16.40285727956572,48.06873953318285,0.9311004646712973,70.0096698191641,5.951989007842673,A
12.824827679195783,42.56174691392608,33.594190965725026,85.46899967038236,85.45292878141872,A
96.56457914780027,99.66549907026815,42.54176353228469,30.95507647387339,92.3932720991595,A
0.9568291640661863,99.39269665261577,9.164815590698606,90.0772446374672,64.6242777617092,A
41.08040941919723,43.67236083331127,6.9701265964365655,22.797202422175257,9.127889468286343,B
67.1857741152236,42.3638781853101,98.38587043425532,68.65052196881794,10.708407238658024,B
60.4291144141444,49.540758248881886,85.94281119820768,3.3010404893710543,88.46699917723483,B
33.47889505642778,21.22296305391108,96.41974475848608,91.25356699253868,84.03288818735504,A
1.3186770800311387,94.27853096245501,80.08800587192012,5.694924555619741,24.628809521808602,A
92.24521109320722,38.40305209578787,33.853213625083676,90.6145001322401,22.84567280302815,A
91.94451823877539,17.51280314851369,60.013026426804295,93.97927089291522,70.55876445141202,B
62.50128662323401,25.293779989676025,80.22270695068613,28.573222823300448,74.43759384616722,B
86.00979564433545,94.5741900175262,11.08320357842909,15.103691179858513,91.71671420506703,A
62.49904303989017,94.09632690025921,7.337688172867418,98.58396826783765,70.14264452374994,A
64.06718102199079,68.32919919445183,85.52262589377789,70.13650391911797,64.23479288964454,B
75.5235514571801,92.8664996114898,45.868048102803,84.7363721112775,78.01913100102273,B
80.33643478240762,10.090515291426282,61.782078502908064,92.81836569959336,71.17752784579602,B
75.72398663891141,46.87036632043831,79.58049939545654,2.8724445482865235,54.6967842657632,A
37.042916155142116,53.90279900638536,53.66017384938523,85.4311968269254,2.598825220069423,A
48.92448086671125,54.727223660896065,53.93011617648724,58.99074361133223,17.40970840273277,A
29.42180799904408,87.9657207470103,10.836962972314822,35.95748635593831,63.21224126225855,A
82.4742556823311,17.93855217504422,1.7230432601343937,93.66299202981668,86.50160917255948,B
82.41897403344784,0.048441705385537936,54.443116545917604,99.11928759177417,79.8811594125313,B
64.76063985676223,46.58136743763609,79.46690117719868,31.702087114345744,63.132996357554184,A
75.56652346280764,56.15995445103377,57.947468086109545,93.29471546739444,38.27651305024409,A
52.624987457593434,26.416096644324572,38.9559666853324,99.14898496952249,60.5141904808843,B
1.6945078474822406,88.49132510989641,73.37227085873705,51.297567719228255,74.74833620534557,B
0.7131116959185446,45.011045881349744,38.53274195592964,66.73859900440976,34.509520456343644,B
7.545874843297506,55.011979708803715,50.91784485241148,9.410026608595413,9.597720890187144,B
91.27759240443973,55.8777182036687,4.914438997176251,65.69535409078665,71.97672526321634,A
19.32037516182944,53.922512782623144,28.776446545701507,86.66727434410748,22.416382679490265,A
16.618257576946014,31.85749207449503,55.45121216622918,97.55956720543207,74.92273277649363,A
63.778413289181366,18.749179337150167,57.10127247116708,58.06530960462558,19.05221986808353,B
81.78348231707528,96.44411752734851,66.21796193324646,11.690746533201002,36.461904785370834,A
58.267505115147024,19.092341332623363,8.166500829709856,32.961362834052544,55.17583125323444,A
59.733930295574126,98.47333258802854,0.6795392071475947,80.65295299781039,64.4389107633165,B
32.831872001499576,77.64125058323327,25.159768035378438,97.58934171786913,27.481932769902816,B
8.684171190118962,81.18560750732378,63.74167669223109,49.555618950630716,66.50520851889449,A
85.26383212673346,18.12749844632223,84.59444780979446,27.622570150735836,24.307826756000704,A
43.49789725887889,88.09341492474134,15.765051407829578,58.098220514439944,21.5686152939222,A
45.62962821123757,25.938445294053636,41.27493267038288,83.94552174471308,73.7004973301085,B
41.35500658714134,78.5352899618021,13.757530981436206,80.6213622326542,19.391052709613575,B
24.19067005579838,39.18355320321862,76.66175113398405,7.216871431130234,73.36037026482474,B
15.130600328742805,73.23853107379492,19.764759579593296,69.0921048847002,94.40749394857575,A
48.01377992801763,6.0678387743862805,75.95368477158074,92.4253385160803,88.36538879758464,B
96.09906099115602,34.60395545826261,66.41868392292604,98.82790687543168,30.12475409909149,A
89.96571136478981,61.93035264361275,54.400374925963135,88.6978994161317,30.600665685623817,B
20.54853294999467,47.46785734200366,73.71323399217896,77.25504211336137,9.24566174430701,B
84.34088449343278,66.68073162022306,64.44363380429157,69.60300218414328,82.60750452734788,A
99.69507160744867,13.450902473377024,62.87693068061777,99.24807557474973,11.181176744592825,A
33.5747280571038,43.802431408908795,42.980554749073164,72.95300933300852,3.9338067898349927,B
54.60833212775083,24.08375782073766,41.64176625117564,74.35696668618219,41.864399562226495,B
27.431256301364073,2.840075399639419,9.178807220398388,7.323639865118148,75.67595634792629,B
83.36228310579511,74.23206616414272,56.50624150311005,69.72813221302341,36.954522325460545,B
99.39330617481124,61.136961458765626,15.329124579568553,67.76422180920186,54.27652202887069,B
65.73751814345208,63.54138815686685,24.57085124927333,74.20243529228905,98.47360887807588,A
53.5799004829261,91.04608890232123,66.50259375157442,79.59097373648265,97.41206874878549,B
87.54179691060827,28.448239679276043,96.20827260705428,49.58915254098185,65.4551273350711,B
98.68919111985457,29.884902518201084,19.91733072416213,96.45220867056277,57.97294886209758,A
34.634642163743365,8.915419492493282,7.290888727409217,90.62558706301725,36.96989009421827,A
30.388621175624596,51.412055102419,42.468098525446266,30.950592465504368,87.19195992722918,B
39.9834286518892,79.40371269910517,35.39869038061894,26.946664520627838,27.975172290296445,A
40.2888281606612,3.504250153956967,64.26919354567204,51.176709913816566,56.42543295124449,A
97.01494709904071,51.560093326465164,80.26821848210461,57.62081561403516,32.76010688843788,A
69.45425730656993,92.62068147512251,79.54804231567041,77.5608176762741,38.96994109575641,B
4.006724551211994,61.3374349887703,52.534493509442285,18.714449130839327,57.64426628271019,B
44.2249243566669,81.60338451382465,58.46896720399617,51.70578528447417,81.51020177591721,A
35.13756647903532,10.716847188264577,45.03733443221728,99.8389579842148,92.0581154488713,B
48.816490024767404,25.851761178784127,7.542158068980798,3.4697829205342368,54.98718349267611,A
28.75233887534869,81.42432798202518,65.09785281830413,4.201016408161006,67.07482527327733,B
93.70373039805449,61.4707306651704,43.45907126979635,97.96149737844664,96.13397288460547,B
66.20628203436254,57.183382674611515,6.776464897195044,43.15398694797569,52.42916084999643,A
64.20126070359709,93.85937923370203,40.348403768012155,28.663015409228855,21.242267317550546,B
77.83021302280027,73.33316174129699,72.66530484983255,84.14444273392682,38.355484828714545,A
49.62595549424533,25.202475314852947,87.97102883022373,63.95361329519672,93.10587100929267,A
47.37479397258703,96.72390507910004,38.33613466098081,70.05387418557085,22.13644437138238,A
18.76197856828188,27.354885387930317,32.96029111413422,29.067524081388775,92.09267716909144,B
87.9372030988021,4.409011238469008,0.31935673877069304,71.57916149388112,77.14345965556114,B
18.59365462855449,39.862030928435885,18.429086427296593,93.79138345481957,90.04494954311126,B
9.29295458581475,45.454972703403996,20.82677809176531,83.46725879951936,58.469614820098904,A
83.67857703739034,90.21859496172394,87.17900399261548,67.9829753135069,9.6815574689739,A
99.35214711911652,27.88807718752767,32.68985305617319,66.33920332363442,99.37112367902687,A
4.924637779351359,25.409393479105958,35.81798740690467,66.32184199727875,59.78156072888719,A
92.584011295175,49.01851636759604,52.9860901101572,45.03690440075944,16.37033497229873,B
70.54893595130739,54.288901916467495,17.43719394291,44.969861512020735,77.45553004230821,A
23.4089025832357,34.035193505546545,52.232518155142984,59.67116757653614,50.625708164424196,B
45.66948531215744,13.166254581936377,48.119019523036776,76.96862910848633,85.59934198770831,B
61.632546445976764,24.234048833475917,37.277687928520145,79.9124892262458,51.21945181604147,B
37.73336871001113,60.96724494873601,2.729761113402307,66.66561180073417,90.00988344341103,B
79.89413040029189,34.28652417628435,1.2112221942382706,2.416716182222567,52.33690759247654,A
26.980443178706317,93.68818132401549,75.21476311380309,22.869841909497126,82.77048476128513,B
66.23725312191485,45.142666379489185,11.899882353035407,71.92859801676795,69.45769225504247,A
49.70207347616745,7.389890301914582,14.999768814543636,78.90023258744388,54.05714767351482,A
21.17532188437069,93.68044337894942,19.465236665124518,11.741875740959296,21.027824277184127,A
21.37651468686601,54.774613564726316,60.61502812872587,87.32242930794287,41.39109470479335,B
18.6201981362503,27.10174767839434,13.645863033953898,23.504466410153835,32.06244343562415,A
46.94890860909933,0.42375826596889876,77.00275989860059,37.9187219097563,69.41732188095965,A
34.5014347150318,41.36510461740388,84.80212568077904,29.832139785544097,1.6389505444365016,A
96.90475833966953,70.44916828817836,83.94004639360081,82.69610998507719,80.11823649025143,B
95.25114486946434,83.61777660784084,52.01487273704396,96.73879508447921,75.60070926005405,B
80.28995351745003,30.338802135866892,32.76578034487003,31.11416466258392,6.401997052559894,A
21.938529919625505,69.07986413416619,94.73147322418556,35.09761221979078,6.352770172734468,A
30.651828570147632,12.112939053884864,95.93651322158487,98.82249019813523,45.41861469268134,B
39.55486244586712,20.859220477588845,56.10420904204122,70.90038234066883,63.74943593541042,B
58.89769345839696,11.266138655694558,0.6709156577973552,43.21585629347374,2.7873093129421544,B
17.65943058009849,97.06955657338146,2.310875539611601,7.932141657670422,46.8164812137247,A
91.94216832851248,51.80671287727361,95.55093101442839,32.86729629431624,1.5592910814020144,B
74.82029392655647,92.48309689117893,97.82944720425047,26.506668197100236,22.893147231418432,B
86.25927041075366,57.48509200911561,8.260708723959143,2.8989592296988054,5.345758762771813,B
45.37491640358545,8.312889965329784,38.48624764770487,86.12521780410087,29.346762794272507,B
15.865726148081638,6.271959280846906,16.78712032719124,0.8685747787315568,91.397454991652,B
1.3243307438897012,29.67499349049375,85.04752030934931,9.631492188151125,61.81457919845757,A
55.46822181815239,85.35732854558478,30.098962058089395,33.317891481862794,30.046523500200884,A
9.083310557662138,75.92124866592592,8.828978729647641,48.594087304875075,3.1681954981462535,B
18.59317331700474,22.112377195486765,33.548972318367476,9.224184719171358,21.72156638443684,A
70.85467699519839,9.098395710679574,0.3404812595783513,72.40524432474955,23.10590432899865,A
98.77398296730041,73.3244003931222,29.086325039022608,32.62547779590618,34.15535826093734,B
75.85794381570355,83.51417835164693,60.58476813894419,10.607527207762967,75.51783678081397,B
45.00419208030543,22.398128493226842,41.70076648606542,2.3494467819873743,71.70005861505022,B
69.5243310039887,97.95994219476846,74.65403647470812,11.383647584921231,68.5287417287653,B
74.98815158861447,75.57163056710327,28.940364005723428,23.153588542742586,25.213194445295063,B
25.057958713626917,31.57593849999073,48.41017505244402,83.20509396398953,76.34198314898325,A
15.029374054424782,82.58426049392762,74.29210333313951,47.355465915259074,54.36684014475841,B
44.71595083402714,48.50641924234233,54.491213047568785,60.7051166976425,98.22922103322792,A
97.40863618100325,14.302350732243074,27.119558938133824,34.5204145760151,96.88468674126506,B
83.54944638026079,89.38215112458899,38.055704331513176,14.924840018195695,98.00936055744044,A
77.56792016019185,25.825059660662642,41.692926543100704,98.10233581666269,0.7667398169338258,A
50.921733363755884,49.90956602367497,85.928698621813,65.709308073217,56.236276623128454,A
6.495539455097832,4.506199932265387,74.3719878633756,6.563729273046337,76.14127493835598,A
17.29786669826693,46.4351190625264,28.240045395277313,27.05303934744946,15.821447289182188,B
45.294681840339834,81.64405609556647,72.38415812452999,67.62070020031541,47.92948875921957,A
50.25169974027908,90.45626050279493,43.32600054431446,90.14399375688595,89.84526020980559,A
7.604365408856728,57.623888418622194,73.17033636754448,67.20646180254315,11.028166925627703,A
2.969778119254507,61.95117326257116,26.46093059375848,74.64053083203275,32.345729602342175,A
93.8465469829025,22.59975318003189,72.57016917054521,1.4868103022016466,90.5894395889332,B
63.10476504372481,71.56013195300432,74.31788837639203,34.213248879690596,48.44673236717342,B
38.5155215391832,10.076067387926956,74.26820988682252,77.65579683644435,65.61895974889616,A
63.57418067741091,2.625463826380958,63.99162351822976,89.36133839435895,32.375690383840194,A
86.51854060024465,73.6077038476602,9.251997159574277,41.41529473566815,11.898481624206559,A
96.5533226738714,70.19425594921086,25.00923510717772,0.6079026202309379,81.60016828127374,A
33.956302087166826,60.21618101198274,96.37984163093282,41.951595198620026,44.37613427020729,A
81.17639842803199,34.333259844584916,67.4445167737185,12.709482216840918,34.32493112124314,B
97.03875716606281,22.901235136666955,76.9132030588124,54.705513303718554,61.48436636063717,A
91.20774721406607,96.46173797430757,20.2023124400997,47.043900565310224,67.91087083437866,B
38.85730194260032,47.940786741780606,51.883546344464236,34.76340627100035,83.441004642491,B
18.290716378890515,91.71389996520688,2.5145434917752896,20.122966027029676,99.30225613288736,B
62.70461958423559,22.445001650668427,77.18446272794642,83.7640914986514,42.268764752914514,B
76.00858706096926,65.02987333568238,95.54796306037576,94.47830725257774,93.28709712130191,A
83.5348132425558,54.031984064292345,45.26663860105683,30.14078904753251,94.869798068058,A
82.86232720035275,14.75349250388044,80.82406150081583,63.85542229637133,34.54481194236562,B
36.860094718871586,55.20837662775357,1.5740851967239067,66.2479125084237,87.23800761152798,B
74.17456175145576,83.9507422294609,81.94886648119257,7.437024564220174,12.884425925309328,A
19.795256181617038,25.27872972470091,12.523348919946752,80.97921573444846,16.1622111245434,B
18.753493650363527,10.39894075024238,43.53777948429859,64.30058334875307,61.091752279446766,B
12.301899842144303,84.96072501027882,43.600375006868845,81.04863389544279,24.57786830464861,B
20.532031720282617,75.59994203047232,37.43589861841493,72.9138513398466,65.10663444975819,A
49.37093282381713,1.9440638656636589,8.45435786087043,66.99163359442967,11.68627754472913,A
83.49822680121281,16.312803883324456,8.227764537204107,79.96407609138055,48.589969971645665,B
89.13113828671358,16.05079092622752,73.929053091571,58.82597572706778,54.30344846726637,B
35.333434383688434,28.538309358645442,69.27277351070782,86.88315585316305,69.59983375089844,B
98.16409863562393,63.692958684748724,74.70638716560492,86.16241616460115,14.966224583548849,A
94.65436051876,64.6568826889816,95.10525397737737,57.98857148857163,90.70511993262961,A
92.72307765093595,98.55690560453706,7.8813540625857765,90.95863223069875,26.57414315395725,B
65.7975406414855,62.720716153426736,87.17213950701121,57.639487639775055,18.303737484129854,A
49.89620906319524,19.007179258380525,58.78806016632374,21.047942656971365,44.47065334592697,B
19.13043009610892,34.09964409892237,71.21653071374415,88.26745720126871,75.79093287591888,A
98.62645695340953,4.944665075654608,53.9391824289134,12.658419260677945,53.49667978013165,B
75.93753831824309,24.484522791634955,8.100769796014696,91.50751329196389,62.80361796003721,A
21.544967452690024,25.736364398177457,36.78715411896001,59.6755991005008,63.6905304411905,B
91.71212849988439,87.4724152164067,64.17455457154787,10.987730047970201,11.017941269585574,B
86.65826584573949,48.17329877064665,65.48853512123324,75.13006873673278,29.869666482652903,B
78.22809157890362,80.68092554362052,57.07922188541994,87.53678859400141,92.16981970051417,B
42.37974151682994,39.584304746142784,13.377960842396064,72.21715585113861,12.563787299234686,A
77.95465668120866,42.81741229713853,22.952339634283213,71.33298455029434,4.070514423865679,B
46.27509141204843,59.9546482383212,38.61327549377883,24.410314814386467,30.766999273798255,B
58.44906677272449,14.29986568239794,64.05078328551042,27.63080391124474,21.25052293498342,B
70.94497444012711,63.860053627392176,20.129787862942806,95.74231780364862,88.75651656442584,A
40.052921951992026,60.23778659470098,65.02091769044202,79.71352402803622,37.9168868348303,A
6.574186122643145,89.38420497534378,51.059122547604616,10.52952640772501,78.97652636106417,B
9.494942062998179,28.18560145178788,63.56925119410168,24.041407468053432,82.25235720107132,A
38.28959866284135,7.546149230440569,65.56831646612528,76.630249067796,90.18945114219505,A
96.04680882726726,62.862184845892635,86.49937707058709,85.00235386158079,91.65043686352624,A
93.18884978692992,24.537550263553097,24.25763712768223,68.76209880379689,83.70348964080546,A
49.367391203133224,76.50026788262173,52.98335949341051,59.91231526287295,92.4558944265714,B
30.662872487986203,72.55012581409767,5.815649652794496,74.27989194179851,0.9368124334482308,B
76.01932605509667,54.9445001699956,6.609583462586155,49.15712303367514,53.55000337307697,B
30.399274922589793,16.635882423735794,57.58444496882855,24.43413190446759,61.56187946290175,A
36.95962289657116,82.37041745970504,61.7826066922746,98.32078612231157,83.98854510880456,A
36.82672590710732,2.0239184588804027,4.105378931407344,3.6000531134169456,64.21830085534533,B
90.28854372224183,58.15000894861906,6.878849196643588,91.83588438294336,48.112788567966405,A
41.44898560033968,97.1388268849537,62.527096671942076,90.84771762690403,46.425928708051245,B
92.63021229222751,81.4686328976676,17.424974085981948,45.11183025349458,81.32871727467997,B
98.74409585218673,85.71709697426321,36.91903488041394,58.20287397128361,62.90987762296514,B
62.74564089775867,97.42783910531571,71.38505316430955,40.192042367063664,13.211479819275807,A
25.45642965206607,86.59885579543712,31.423548812058023,71.0911540182044,32.58621105135507,B
57.34159653156489,48.45328408681766,17.090869790421536,67.85577817296135,12.034640678347774,B
53.49309293182031,8.3695829158008,34.22150881626585,98.99761376901384,33.562082054353496,A
61.13450262975961,65.19111475956969,91.62919689706601,39.0426246661757,27.866346537019517,A
5.3973366097703535,85.10817070846147,71.13812469833708,49.738603332348575,51.40805927417902,B
63.46604159179442,92.95455508281508,55.02875016171718,45.956838698487154,96.96279437300772,A
78.6030144551394,57.250114006982066,52.963119514828094,88.20700624815306,3.121441113880319,A
23.57411428119891,68.91863953038373,22.22217198408627,27.868889523847805,29.09976213093145,B
76.3695805002016,57.55173871387868,78.53957590736665,30.451995769256214,55.04131864486679,A
50.920398717917635,14.080921191923313,83.73305787029054,95.84539634241978,13.826815686982519,A
6.27935715701764,99.51081508730314,8.9359859232097,76.43469553034123,93.03355004367933,A
3.8168212077050123,74.9051749417018,45.06845787054271,85.19594734070026,54.16731672710866,B
18.36083325316079,22.584338381687687,35.118813946312954,22.743818167923237,29.939062783490435,B
99.82229620882373,42.5390769691036,2.6813840199398586,93.27983358376667,98.3360920008769,B
4.1646047826805805,77.06261533675777,50.8912557145966,46.92099969776796,70.96167349855823,B
67.38349439217725,49.46709673176305,84.42362666618786,94.77365496220735,9.752732276928155,A
90.55105108095759,68.6405203264782,99.14165177380328,51.837841525815776,92.14966152333423,B
94.5941544583701,49.409948888154865,40.74356811264466,12.009251631973761,11.269089081213924,B
61.59917226558937,16.389375000494276,81.14507302998983,68.74284455766376,80.84443164832888,A
77.32786632261993,32.898922499319525,24.339348313683583,50.402325372587356,15.052858719048889,B
35.75871277378266,68.29555692134859,7.524907307510265,16.63992194518237,35.19920754011523,B
56.125789901044364,44.42235400872703,40.4083355764569,99.13345206144535,45.368567842424945,B
1.489664912205857,54.0492266731791,56.5850737364594,53.59493227502976,87.5905012041439,A
